Asset/Strategy,Final Wealth,Ann. Return,Ann. Volatility,Sharpe Ratio
Strategy,1.0993770571847037,0.04941530879353495,0.22156724103013295,0.2230262405389365
DUK,0.9382185576588085,-0.03194456450680638,0.20016879966312098,-0.15958813042076625
PGR,1.6870629370629289,0.3050599800384881,0.28173840915408654,1.0827773925267203
